xpath,variable_name ,description,location_code_xsd,location_code,form,form_part,form_line_number,scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table ,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990ScheduleC/AvgLobbyingNontaxableAmountGrp/CurrentYearMinus3Amt,SC_02_AG_LOB_NONTAX_M3,Lobbying Nontaxable Amount2 - Current year minus 3,[AvgLobbyingNontaxableAmountGrp] Part II-A Line 2a; [CurrentYearMinus3Amt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-2a-COL-(a),SCHED-C,PART-02-A,Line 2a Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/LobbyingNontaxableAmount2/CurrentYearMinus3,SC_02_AG_LOB_NONTAX_M3,Lobbying Nontaxable Amount2 - Current year minus 3,[LobbyingNontaxableAmount2] Part II-A Line 2a; [CurrentYearMinus3] Part II-A Column (a),SCHED-C-PART-02-A-LINE-2a-COL-(a),SCHED-C,PART-02-A,Line 2a Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/LobbyingNontaxableAmount2/CurrentYearMinus3,SC_02_AG_LOB_NONTAX_M3,Lobbying Nontaxable Amount2 - Current year minus 3,,SCHED-C-PART-02-A-LINE-2a-COL-(a),SCHED-C,PART-02-A,Line 2a Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/AvgLobbyingNontaxableAmountGrp/CurrentYearMinus2Amt,SC_02_AG_LOB_NONTAX_M2,Lobbying Nontaxable Amount2 - Current year minus 2,[AvgLobbyingNontaxableAmountGrp] Part II-A Line 2a; [CurrentYearMinus2Amt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-2a-COL-(b),SCHED-C,PART-02-A,Line 2a Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/LobbyingNontaxableAmount2/CurrentYearMinus2,SC_02_AG_LOB_NONTAX_M2,Lobbying Nontaxable Amount2 - Current year minus 2,[LobbyingNontaxableAmount2] Part II-A Line 2a; [CurrentYearMinus2] Part II-A Column (b),SCHED-C-PART-02-A-LINE-2a-COL-(b),SCHED-C,PART-02-A,Line 2a Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/LobbyingNontaxableAmount2/CurrentYearMinus2,SC_02_AG_LOB_NONTAX_M2,Lobbying Nontaxable Amount2 - Current year minus 2,,SCHED-C-PART-02-A-LINE-2a-COL-(b),SCHED-C,PART-02-A,Line 2a Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/AvgLobbyingNontaxableAmountGrp/CurrentYearMinus1Amt,SC_02_AG_LOB_NONTAX_M1,Lobbying Nontaxable Amount2 - Current year minus 1,[AvgLobbyingNontaxableAmountGrp] Part II-A Line 2a; [CurrentYearMinus1Amt] Part II-A Column (c),SCHED-C-PART-02-A-LINE-2a-COL-(c),SCHED-C,PART-02-A,Line 2a Column(c),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/LobbyingNontaxableAmount2/CurrentYearMinus1,SC_02_AG_LOB_NONTAX_M1,Lobbying Nontaxable Amount2 - Current year minus 1,[LobbyingNontaxableAmount2] Part II-A Line 2a; [CurrentYearMinus1] Part II-A Column (c),SCHED-C-PART-02-A-LINE-2a-COL-(c),SCHED-C,PART-02-A,Line 2a Column(c),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/LobbyingNontaxableAmount2/CurrentYearMinus1,SC_02_AG_LOB_NONTAX_M1,Lobbying Nontaxable Amount2 - Current year minus 1,,SCHED-C-PART-02-A-LINE-2a-COL-(c),SCHED-C,PART-02-A,Line 2a Column(c),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/AvgLobbyingNontaxableAmountGrp/CurrentYearAmt,SC_02_AG_LOB_NONTAX_CUR,Lobbying Nontaxable Amount2 - Current year,[AvgLobbyingNontaxableAmountGrp] Part II-A Line 2a; [CurrentYearAmt] Part II-A Column (d),SCHED-C-PART-02-A-LINE-2a-COL-(d),SCHED-C,PART-02-A,Line 2a Column(d),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/LobbyingNontaxableAmount2/CurrentYear,SC_02_AG_LOB_NONTAX_CUR,Lobbying Nontaxable Amount2 - Current year,[LobbyingNontaxableAmount2] Part II-A Line 2a; [CurrentYear] Part II-A Column (d),SCHED-C-PART-02-A-LINE-2a-COL-(d),SCHED-C,PART-02-A,Line 2a Column(d),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/LobbyingNontaxableAmount2/CurrentYear,SC_02_AG_LOB_NONTAX_CUR,Lobbying Nontaxable Amount2 - Current year,,SCHED-C-PART-02-A-LINE-2a-COL-(d),SCHED-C,PART-02-A,Line 2a Column(d),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/AvgLobbyingNontaxableAmountGrp/TotalAmt,SC_02_AG_LOB_NONTAX_TOT,Lobbying Nontaxable Amount2 - Total,[AvgLobbyingNontaxableAmountGrp] Part II-A Line 2a; [TotalAmt] Part II-A Column (e),SCHED-C-PART-02-A-LINE-2a-COL-(e),SCHED-C,PART-02-A,Line 2a Column(e),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/LobbyingNontaxableAmount2/Total,SC_02_AG_LOB_NONTAX_TOT,Lobbying Nontaxable Amount2 - Total,[LobbyingNontaxableAmount2] Part II-A Line 2a; [Total] Part II-A Column (e),SCHED-C-PART-02-A-LINE-2a-COL-(e),SCHED-C,PART-02-A,Line 2a Column(e),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/LobbyingNontaxableAmount2/Total,SC_02_AG_LOB_NONTAX_TOT,Lobbying Nontaxable Amount2 - Total,,SCHED-C-PART-02-A-LINE-2a-COL-(e),SCHED-C,PART-02-A,Line 2a Column(e),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/LobbyingCeilingAmount,SC_02_AG_LOB_CEILING_AMT,Lobbying ceiling amount (150% of line 2a(e)),[LobbyingCeilingAmount] Part II-A Line 2b Column (e),SCHED-C-PART-02-A-LINE-2b-COL-(e),SCHED-C,PART-02-A,Line 2b Column(e),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/LobbyingCeilingAmount,SC_02_AG_LOB_CEILING_AMT,Lobbying ceiling amount (150% of line 2a(e)),[LobbyingCeilingAmount] Part II-A Line 2b(e),SCHED-C-PART-02-A-LINE-2b-COL-(e),SCHED-C,PART-02-A,Line 2b Column(e),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/LobbyingCeilingAmt,SC_02_AG_LOB_CEILING_AMT,Lobbying ceiling amount (150% of line 2a(e)),[LobbyingCeilingAmt] Part II-A Line 2b(e),SCHED-C-PART-02-A-LINE-2b-COL-(e),SCHED-C,PART-02-A,Line 2b Column(e),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/AvgTotalLobbyingExpendGrp/CurrentYearMinus3Amt,SC_02_AG_TOT_LOB_EXPEND_M3,Total Lobbying Expenditures2 - Current year minus 3,[AvgTotalLobbyingExpendGrp] Part II-A Line 2c; [CurrentYearMinus3Amt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-2c-COL-(a),SCHED-C,PART-02-A,Line 2c Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalLobbyingExpenditures2/CurrentYearMinus3,SC_02_AG_TOT_LOB_EXPEND_M3,Total Lobbying Expenditures2 - Current year minus 3,[TotalLobbyingExpenditures2] Part II-A Line 2c; [CurrentYearMinus3] Part II-A Column (a),SCHED-C-PART-02-A-LINE-2c-COL-(a),SCHED-C,PART-02-A,Line 2c Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalLobbyingExpenditures2/CurrentYearMinus3,SC_02_AG_TOT_LOB_EXPEND_M3,Total Lobbying Expenditures2 - Current year minus 3,,SCHED-C-PART-02-A-LINE-2c-COL-(a),SCHED-C,PART-02-A,Line 2c Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/AvgTotalLobbyingExpendGrp/CurrentYearMinus2Amt,SC_02_AG_TOT_LOB_EXPEND_M2,Total Lobbying Expenditures2 - Current year minus 2,[AvgTotalLobbyingExpendGrp] Part II-A Line 2c; [CurrentYearMinus2Amt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-2c-COL-(b),SCHED-C,PART-02-A,Line 2c Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalLobbyingExpenditures2/CurrentYearMinus2,SC_02_AG_TOT_LOB_EXPEND_M2,Total Lobbying Expenditures2 - Current year minus 2,[TotalLobbyingExpenditures2] Part II-A Line 2c; [CurrentYearMinus2] Part II-A Column (b),SCHED-C-PART-02-A-LINE-2c-COL-(b),SCHED-C,PART-02-A,Line 2c Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalLobbyingExpenditures2/CurrentYearMinus2,SC_02_AG_TOT_LOB_EXPEND_M2,Total Lobbying Expenditures2 - Current year minus 2,,SCHED-C-PART-02-A-LINE-2c-COL-(b),SCHED-C,PART-02-A,Line 2c Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/AvgTotalLobbyingExpendGrp/CurrentYearMinus1Amt,SC_02_AG_TOT_LOB_EXPEND_M1,Total Lobbying Expenditures2 - Current year minus 1,[AvgTotalLobbyingExpendGrp] Part II-A Line 2c; [CurrentYearMinus1Amt] Part II-A Column (c),SCHED-C-PART-02-A-LINE-2c-COL-(c),SCHED-C,PART-02-A,Line 2c Column(c),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalLobbyingExpenditures2/CurrentYearMinus1,SC_02_AG_TOT_LOB_EXPEND_M1,Total Lobbying Expenditures2 - Current year minus 1,[TotalLobbyingExpenditures2] Part II-A Line 2c; [CurrentYearMinus1] Part II-A Column (c),SCHED-C-PART-02-A-LINE-2c-COL-(c),SCHED-C,PART-02-A,Line 2c Column(c),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalLobbyingExpenditures2/CurrentYearMinus1,SC_02_AG_TOT_LOB_EXPEND_M1,Total Lobbying Expenditures2 - Current year minus 1,,SCHED-C-PART-02-A-LINE-2c-COL-(c),SCHED-C,PART-02-A,Line 2c Column(c),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/AvgTotalLobbyingExpendGrp/CurrentYearAmt,SC_02_AG_TOT_LOB_EXPEND_CUR,Total Lobbying Expenditures2 - Current year,[AvgTotalLobbyingExpendGrp] Part II-A Line 2c; [CurrentYearAmt] Part II-A Column (d),SCHED-C-PART-02-A-LINE-2c-COL-(d),SCHED-C,PART-02-A,Line 2c Column(d),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalLobbyingExpenditures2/CurrentYear,SC_02_AG_TOT_LOB_EXPEND_CUR,Total Lobbying Expenditures2 - Current year,[TotalLobbyingExpenditures2] Part II-A Line 2c; [CurrentYear] Part II-A Column (d),SCHED-C-PART-02-A-LINE-2c-COL-(d),SCHED-C,PART-02-A,Line 2c Column(d),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalLobbyingExpenditures2/CurrentYear,SC_02_AG_TOT_LOB_EXPEND_CUR,Total Lobbying Expenditures2 - Current year,,SCHED-C-PART-02-A-LINE-2c-COL-(d),SCHED-C,PART-02-A,Line 2c Column(d),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/AvgTotalLobbyingExpendGrp/TotalAmt,SC_02_AG_TOT_LOB_EXPEND_TOT,Total Lobbying Expenditures2 - Total,[AvgTotalLobbyingExpendGrp] Part II-A Line 2c; [TotalAmt] Part II-A Column (e),SCHED-C-PART-02-A-LINE-2c-COL-(e),SCHED-C,PART-02-A,Line 2c Column(e),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalLobbyingExpenditures2/Total,SC_02_AG_TOT_LOB_EXPEND_TOT,Total Lobbying Expenditures2 - Total,[TotalLobbyingExpenditures2] Part II-A Line 2c; [Total] Part II-A Column (e),SCHED-C-PART-02-A-LINE-2c-COL-(e),SCHED-C,PART-02-A,Line 2c Column(e),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalLobbyingExpenditures2/Total,SC_02_AG_TOT_LOB_EXPEND_TOT,Total Lobbying Expenditures2 - Total,,SCHED-C-PART-02-A-LINE-2c-COL-(e),SCHED-C,PART-02-A,Line 2c Column(e),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsNontaxableGrp/CurrentYearMinus3Amt,SC_02_AG_GRAS_NONTAX_M3,Grassroots Nontaxable Amount2 - Current year minus 3,[AvgGrassrootsNontaxableGrp] Part II-A Line 2d; [CurrentYearMinus3Amt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-2d-COL-(a),SCHED-C,PART-02-A,Line 2d Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/GrassrootsNontaxableAmount2/CurrentYearMinus3,SC_02_AG_GRAS_NONTAX_M3,Grassroots Nontaxable Amount2 - Current year minus 3,[GrassrootsNontaxableAmount] Part II-A Line 2d Column (a),SCHED-C-PART-02-A-LINE-2d-COL-(a),SCHED-C,PART-02-A,Line 2d Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/GrassrootsNontaxableAmount2/CurrentYearMinus3,SC_02_AG_GRAS_NONTAX_M3,Grassroots Nontaxable Amount2 - Current year minus 3,[GrassrootsNontaxableAmount2] Part II-A Line 2d; [CurrentYearMinus3] Part II-A Column (a),SCHED-C-PART-02-A-LINE-2d-COL-(a),SCHED-C,PART-02-A,Line 2d Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsNontaxableGrp/CurrentYearMinus2Amt,SC_02_AG_GRAS_NONTAX_M2,Grassroots Nontaxable Amount2 - Current year minus 2,[AvgGrassrootsNontaxableGrp] Part II-A Line 2d; [CurrentYearMinus2Amt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-2d-COL-(b),SCHED-C,PART-02-A,Line 2d Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/GrassrootsNontaxableAmount2/CurrentYearMinus2,SC_02_AG_GRAS_NONTAX_M2,Grassroots Nontaxable Amount2 - Current year minus 2,[GrassrootsNontaxableAmount] Part II-A Line 2d Column (b),SCHED-C-PART-02-A-LINE-2d-COL-(b),SCHED-C,PART-02-A,Line 2d Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/GrassrootsNontaxableAmount2/CurrentYearMinus2,SC_02_AG_GRAS_NONTAX_M2,Grassroots Nontaxable Amount2 - Current year minus 2,[GrassrootsNontaxableAmount2] Part II-A Line 2d; [CurrentYearMinus2] Part II-A Column (b),SCHED-C-PART-02-A-LINE-2d-COL-(b),SCHED-C,PART-02-A,Line 2d Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsNontaxableGrp/CurrentYearMinus1Amt,SC_02_AG_GRAS_NONTAX_M1,Grassroots Nontaxable Amount2 - Current year minus 1,[AvgGrassrootsNontaxableGrp] Part II-A Line 2d; [CurrentYearMinus1Amt] Part II-A Column (c),SCHED-C-PART-02-A-LINE-2d-COL-(c),SCHED-C,PART-02-A,Line 2d Column(c),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/GrassrootsNontaxableAmount2/CurrentYearMinus1,SC_02_AG_GRAS_NONTAX_M1,Grassroots Nontaxable Amount2 - Current year minus 1,[GrassrootsNontaxableAmount] Part II-A Line 2d Column (c),SCHED-C-PART-02-A-LINE-2d-COL-(c),SCHED-C,PART-02-A,Line 2d Column(c),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/GrassrootsNontaxableAmount2/CurrentYearMinus1,SC_02_AG_GRAS_NONTAX_M1,Grassroots Nontaxable Amount2 - Current year minus 1,[GrassrootsNontaxableAmount2] Part II-A Line 2d; [CurrentYearMinus1] Part II-A Column (c),SCHED-C-PART-02-A-LINE-2d-COL-(c),SCHED-C,PART-02-A,Line 2d Column(c),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsNontaxableGrp/CurrentYearAmt,SC_02_AG_GRAS_NONTAX_CUR,Grassroots Nontaxable Amount2 - Current year,[AvgGrassrootsNontaxableGrp] Part II-A Line 2d; [CurrentYearAmt] Part II-A Column (d),SCHED-C-PART-02-A-LINE-2d-COL-(d),SCHED-C,PART-02-A,Line 2d Column(d),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/GrassrootsNontaxableAmount2/CurrentYear,SC_02_AG_GRAS_NONTAX_CUR,Grassroots Nontaxable Amount2 - Current year,[GrassrootsNontaxableAmount] Part II-A Line 2d Column (d),SCHED-C-PART-02-A-LINE-2d-COL-(d),SCHED-C,PART-02-A,Line 2d Column(d),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/GrassrootsNontaxableAmount2/CurrentYear,SC_02_AG_GRAS_NONTAX_CUR,Grassroots Nontaxable Amount2 - Current year,[GrassrootsNontaxableAmount2] Part II-A Line 2d; [CurrentYear] Part II-A Column (d),SCHED-C-PART-02-A-LINE-2d-COL-(d),SCHED-C,PART-02-A,Line 2d Column(d),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsNontaxableGrp/TotalAmt,SC_02_AG_GRAS_NONTAX_TOT,Grassroots Nontaxable Amount2 - Total,[AvgGrassrootsNontaxableGrp] Part II-A Line 2d; [TotalAmt] Part II-A Column (e),SCHED-C-PART-02-A-LINE-2d-COL-(e),SCHED-C,PART-02-A,Line 2d Column(e),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/GrassrootsNontaxableAmount2/Total,SC_02_AG_GRAS_NONTAX_TOT,Grassroots Nontaxable Amount2 - Total,[GrassrootsNontaxableAmount] Part II-A Line 2d Column (e),SCHED-C-PART-02-A-LINE-2d-COL-(e),SCHED-C,PART-02-A,Line 2d Column(e),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
