xpath,variable_name_old ,variable_name_new,len(),description,location_code_xsd,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table ,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990ScheduleA/TrustIntegralPartTestInd,SA_05_PZ_TRUINTPARTES,SA_05_PART_TEST_SATISFIED_X,27,Organization satisfied Integral Part Test as qualifying trust,[TrustIntegralPartTestInd] Part V Line 1,SCHED-A-PART-05-LINE-01,SCHED-A,SZ,PART-05,Line 01 ,PZ,USAmountNNType,checkbox,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/NetSTCapitalGainAdjNetIncmGrp/PriorYearAmt,SA_05_PZ_ANINSTCGANIP,SA_05_NETINCOME_ADJ_CAP_GAIN_PY,31,Prior year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [NetSTCapitalGainAdjNetIncmGrp] Part V Section A Line 1; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-A-LINE-01-COL-A,SCHED-A,SZ,PART-05,Section A Line 01 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/NetSTCapitalGainAdjNetIncmGrp/CurrentYearAmt,SA_05_PZ_ANINSTCGANIC,SA_05_NETINCOME_ADJ_CAP_GAIN_CY,31,Current year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [NetSTCapitalGainAdjNetIncmGrp] Part V Section A Line 1; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-A-LINE-01-COL-B,SCHED-A,SZ,PART-05,Section A Line 01 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/RecoveriesPYDistributionsGrp/PriorYearAmt,SA_05_PZ_ANIRPYDPYEAR,SA_05_NETINCOME_ADJ_RECOVERY_PY,31,Prior year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [RecoveriesPYDistributionsGrp] Part V Section A Line 2; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-A-LINE-02-COL-A,SCHED-A,SZ,PART-05,Section A Line 02 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/RecoveriesPYDistributionsGrp/CurrentYearAmt,SA_05_PZ_ANIRPYDCYEAR,SA_05_NETINCOME_ADJ_RECOVERY_CY,31,Current year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [RecoveriesPYDistributionsGrp] Part V Section A Line 2; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-A-LINE-02-COL-B,SCHED-A,SZ,PART-05,Section A Line 02 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/OtherGrossIncomeGrp/PriorYearAmt,SA_05_PZ_ANIOGIPYEAR,SA_05_NETINCOME_ADJ_OTH_GRO_PY,30,Prior year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [OtherGrossIncomeGrp] Part V Section A Line 3; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-A-LINE-03-COL-A,SCHED-A,SZ,PART-05,Section A Line 04 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/OtherGrossIncomeGrp/CurrentYearAmt,SA_05_PZ_ANIOGICYEAR,SA_05_NETINCOME_ADJ_OTH_GRO_CY,30,Current year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [OtherGrossIncomeGrp] Part V Section A Line 3; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-A-LINE-03-COL-B,SCHED-A,SZ,PART-05,Section A Line 04 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/AdjustedGrossIncomeGrp/PriorYearAmt,SA_05_PZ_ANIAGIPYEAR,SA_05_NETINCOME_ADJ_ADD_L123_PY,31,Prior year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [AdjustedGrossIncomeGrp] Part V Section A Line 4; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-A-LINE-04-COL-A,SCHED-A,SZ,PART-05,Section A Line 04 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/AdjustedGrossIncomeGrp/CurrentYearAmt,SA_05_PZ_ANIAGICYEAR,SA_05_NETINCOME_ADJ_ADD_L123_CY,31,Current year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [AdjustedGrossIncomeGrp] Part V Section A Line 4; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-A-LINE-04-COL-B,SCHED-A,SZ,PART-05,Section A Line 04 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/DepreciationDepletionGrp/PriorYearAmt,SA_05_PZ_ANIDDPYEAR,SA_05_NETINCOME_ADJ_DEPREC_PY,29,Prior year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [DepreciationDepletionGrp] Part V Section A Line 5; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-A-LINE-05-COL-A,SCHED-A,SZ,PART-05,Section A Line 05 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/DepreciationDepletionGrp/CurrentYearAmt,SA_05_PZ_ANIDDCYEAR,SA_05_NETINCOME_ADJ_DEPREC_CY,29,Current year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [DepreciationDepletionGrp] Part V Section A Line 5; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-A-LINE-05-COL-B,SCHED-A,SZ,PART-05,Section A Line 05 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/ProductionIncomeGrp/PriorYearAmt,SA_05_PZ_ANIPIPYEAR,SA_05_NETINCOME_ADJ_PRODUCT_PY,30,Prior year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [ProductionIncomeGrp] Part V Section A Line 6; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-A-LINE-06-COL-A,SCHED-A,SZ,PART-05,Section A Line 03 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/ProductionIncomeGrp/CurrentYearAmt,SA_05_PZ_ANIPICYEAR,SA_05_NETINCOME_ADJ_PRODUCT_CY,30,Current year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [ProductionIncomeGrp] Part V Section A Line 6; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-A-LINE-06-COL-B,SCHED-A,SZ,PART-05,Section A Line 03 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/OtherExpensesGrp/PriorYearAmt,SA_05_PZ_ANIOEPYEAR,SA_05_NETINCOME_ADJ_EXP_OTH_PY,30,Prior year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [OtherExpensesGrp] Part V Section A Line 7; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-A-LINE-07-COL-A,SCHED-A,SZ,PART-05,Section A Line 07 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/OtherExpensesGrp/CurrentYearAmt,SA_05_PZ_ANIOECYEAR,SA_05_NETINCOME_ADJ_EXP_OTH_CY,30,Current year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [OtherExpensesGrp] Part V Section A Line 7; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-A-LINE-07-COL-B,SCHED-A,SZ,PART-05,Section A Line 07 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/TotalAdjustedNetIncomeGrp/PriorYearAmt,SA_05_PZ_ANITANIPYEAR,SA_05_NETINCOME_ADJ_TOT_PY,26,Prior year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [TotalAdjustedNetIncomeGrp] Part V Section A Line 8; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-A-LINE-08-COL-A,SCHED-A,SZ,PART-05,Section A Line 08 Column (A),PZ,USAmountType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,,,
/Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/TotalAdjustedNetIncomeGrp/CurrentYearAmt,SA_05_PZ_ANITANICYEAR,SA_05_NETINCOME_ADJ_TOT_CY,26,Current year amount,[AdjustedNetIncomeGrp] Part V Section A Group; [TotalAdjustedNetIncomeGrp] Part V Section A Line 8; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-A-LINE-08-COL-B,SCHED-A,SZ,PART-05,Section A Line 08 Column (B),PZ,USAmountType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyFMVOfSecGrp/PriorYearAmt,SA_05_PZ_MAAAMOSPYEAR,SA_05_ASSET_MINIM_FMV_SEC_PY,28,Prior year amount,[MinimumAssetAmountGrp] Part V Section B Group; [AverageMonthlyFMVOfSecGrp] Part V Section B Line 1a; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-B-LINE-01A-COL-A,SCHED-A,SZ,PART-05,Section B Line 01a Column (A),PZ,USAmountType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyFMVOfSecGrp/CurrentYearAmt,SA_05_PZ_MAAAMOSCYEAR,SA_05_ASSET_MINIM_FMV_SEC_CY,28,Current year amount,[MinimumAssetAmountGrp] Part V Section B Group; [AverageMonthlyFMVOfSecGrp] Part V Section B Line 1a; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-B-LINE-01A-COL-B,SCHED-A,SZ,PART-05,Section B Line 01a Column (B),PZ,USAmountType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyCashBalancesGrp/PriorYearAmt,SA_05_PZ_MAAAMCBPYEAR,SA_05_ASSET_MINIM_FMV_CASH_PY,29,Prior year amount,[MinimumAssetAmountGrp] Part V Section B Group; [AverageMonthlyCashBalancesGrp] Part V Section B Line 1b; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-B-LINE-01B-COL-A,SCHED-A,SZ,PART-05,Section B Line 01b Column (A),PZ,USAmountType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyCashBalancesGrp/CurrentYearAmt,SA_05_PZ_MAAAMCBCYEAR,SA_05_ASSET_MINIM_FMV_CASH_CY,29,Current year amount,[MinimumAssetAmountGrp] Part V Section B Group; [AverageMonthlyCashBalancesGrp] Part V Section B Line 1b; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-B-LINE-01B-COL-B,SCHED-A,SZ,PART-05,Section B Line 01b Column (B),PZ,USAmountType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/FMVOtherNonExemptUseAssetGrp/PriorYearAmt,SA_05_PZ_MAAONEUAPYEA,SA_05_ASSET_MINIM_FMV_OTH_PY,28,Prior year amount,[MinimumAssetAmountGrp] Part V Section B Group; [FMVOtherNonExemptUseAssetGrp] Part V Section B Line 1c; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-B-LINE-01C-COL-A,SCHED-A,SZ,PART-05,Section B Line 01c Column (A),PZ,USAmountType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/FMVOtherNonExemptUseAssetGrp/CurrentYearAmt,SA_05_PZ_MAAONEUACYEA,SA_05_ASSET_MINIM_FMV_OTH_CY,28,Current year amount,[MinimumAssetAmountGrp] Part V Section B Group; [FMVOtherNonExemptUseAssetGrp] Part V Section B Line 1c; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-B-LINE-01C-COL-B,SCHED-A,SZ,PART-05,Section B Line 01c Column (B),PZ,USAmountType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/TotalFMVOfNonExemptUseAssetGrp/PriorYearAmt,SA_05_PZ_MAATONEUAPYE,SA_05_ASSET_MINIM_FMV_TOT_PY,28,Prior year amount,[MinimumAssetAmountGrp] Part V Section B Group; [TotalFMVOfNonExemptUseAssetGrp] Part V Section B Line 1d; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-B-LINE-01D-COL-A,SCHED-A,SZ,PART-05,Section B Line 01d Column (A),PZ,USAmountType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/TotalFMVOfNonExemptUseAssetGrp/CurrentYearAmt,SA_05_PZ_MAATONEUACYE,SA_05_ASSET_MINIM_FMV_TOT_CY,28,Current year amount,[MinimumAssetAmountGrp] Part V Section B Group; [TotalFMVOfNonExemptUseAssetGrp] Part V Section B Line 1d; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-B-LINE-01D-COL-B,SCHED-A,SZ,PART-05,Section B Line 01d Column (B),PZ,USAmountType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/DiscountClaimedAmt,SA_05_PZ_MIASAMDICLLA,SA_05_ASSET_MINIM_FMV_DISCOUNT,30,Discount claimed for blockage or other factors,[MinimumAssetAmountGrp] Part V Section B Group; [DiscountClaimedAmt] Part V Section B Line 1e,SCHED-A-PART-05-SECTION-B-LINE-01E,SCHED-A,SZ,PART-05,Section B Line 01e,PZ,USAmountType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AcquisitionIndebtednessGrp/PriorYearAmt,SA_05_PZ_MAAAIPYEAR,SA_05_ASSET_MINIM_INDEPTED_CY,29,Prior year amount,[MinimumAssetAmountGrp] Part V Section B Group; [AcquisitionIndebtednessGrp] Part V Section B Line 2; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-B-LINE-02-COL-A,SCHED-A,SZ,PART-05,Section B Line 02 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AcquisitionIndebtednessGrp/CurrentYearAmt,SA_05_PZ_MAAAICYEAR,SA_05_ASSET_MINIM_INDEPTED_CY,29,Current year amount,[MinimumAssetAmountGrp] Part V Section B Group; [AcquisitionIndebtednessGrp] Part V Section B Line 2; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-B-LINE-02-COL-B,SCHED-A,SZ,PART-05,Section B Line 02 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AdjustedFMVLessIndebtednessGrp/PriorYearAmt,SA_05_PZ_MAAALIPYEAR,SA_05_ASSET_MINIM_L2_L1D_PY,27,Prior year amount,[MinimumAssetAmountGrp] Part V Section B Group; [AdjustedFMVLessIndebtednessGrp] Part V Section B Line 3; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-B-LINE-03-COL-A,SCHED-A,SZ,PART-05,Section B Line 03 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AdjustedFMVLessIndebtednessGrp/CurrentYearAmt,SA_05_PZ_MAAALICYEAR,SA_05_ASSET_MINIM_L2_L1D_CY,27,Current year amount,[MinimumAssetAmountGrp] Part V Section B Group; [AdjustedFMVLessIndebtednessGrp] Part V Section B Line 3; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-B-LINE-03-COL-B,SCHED-A,SZ,PART-05,Section B Line 03 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/CashDeemedCharitableGrp/PriorYearAmt,SA_05_PZ_MAACDCPYEAR,SA_05_ASSET_MINIM_CASH_EXEMPT_PY,32,Prior year amount,[MinimumAssetAmountGrp] Part V Section B Group; [CashDeemedCharitableGrp] Part V Section B Line 4; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-B-LINE-04-COL-A,SCHED-A,SZ,PART-05,Section B Line 04 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/CashDeemedCharitableGrp/CurrentYearAmt,SA_05_PZ_MAACDCCYEAR,SA_05_ASSET_MINIM_CASH_EXEMPT_CY,32,Current year amount,[MinimumAssetAmountGrp] Part V Section B Group; [CashDeemedCharitableGrp] Part V Section B Line 4; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-B-LINE-04-COL-B,SCHED-A,SZ,PART-05,Section B Line 04 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/NetVlNonExemptUseAssetsGrp/PriorYearAmt,SA_05_PZ_MAANVNEUAPYE,SA_05_ASSET_MINIM_NON_EXEMPT_PY,31,Prior year amount,[MinimumAssetAmountGrp] Part V Section B Group; [NetVlNonExemptUseAssetsGrp] Part V Section B Line 5; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-B-LINE-05-COL-A,SCHED-A,SZ,PART-05,Section B Line 05 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/NetVlNonExemptUseAssetsGrp/CurrentYearAmt,SA_05_PZ_MAANVNEUACYE,SA_05_ASSET_MINIM_NON_EXEMPT_CY,31,Current year amount,[MinimumAssetAmountGrp] Part V Section B Group; [NetVlNonExemptUseAssetsGrp] Part V Section B Line 5; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-B-LINE-05-COL-B,SCHED-A,SZ,PART-05,Section B Line 05 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/PctOfNetVlNonExemptUseAstGrp/PriorYearAmt,SA_05_PZ_MAAPONVNEUAP,SA_05_ASSET_MINIM_MULTIPLY_L5_PY,32,Prior year amount,[MinimumAssetAmountGrp] Part V Section B Group; [PctOfNetVlNonExemptUseAstGrp] Part V Section B Line 6; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-B-LINE-06-COL-A,SCHED-A,SZ,PART-05,Section B Line 06 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/PctOfNetVlNonExemptUseAstGrp/CurrentYearAmt,SA_05_PZ_MAAPONVNEUAC,SA_05_ASSET_MINIM_MULTIPLY_L5_CY,32,Current year amount,[MinimumAssetAmountGrp] Part V Section B Group; [PctOfNetVlNonExemptUseAstGrp] Part V Section B Line 6; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-B-LINE-06-COL-B,SCHED-A,SZ,PART-05,Section B Line 06 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/PriorYearAmt,SA_05_PZ_MAARPYDMAPYE,SA_05_ASSET_MINIM_RECOVERIES_PY,31,Prior year amount,[MinimumAssetAmountGrp] Part V Section B Group; [RecoveriesPYDistriMinAssetGrp] Part V Section B Line 7; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-B-LINE-07-COL-A,SCHED-A,SZ,PART-05,Section B Line 07 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/CurrentYearAmt,SA_05_PZ_MAARPYDMACYE,SA_05_ASSET_MINIM_RECOVERIES_CY,31,Current year amount,[MinimumAssetAmountGrp] Part V Section B Group; [RecoveriesPYDistriMinAssetGrp] Part V Section B Line 7; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-B-LINE-07-COL-B,SCHED-A,SZ,PART-05,Section B Line 07 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/PriorYearAmt,SA_05_PZ_MAATMAPYEAR,SA_05_ASSET_MINIM_TOT_PY,24,Prior year amount,[MinimumAssetAmountGrp] Part V Section B Group; [TotalMinimumAssetGrp] Part V Section B Line 8; [PriorYearAmt] Part V Column A,SCHED-A-PART-05-SECTION-B-LINE-08-COL-A,SCHED-A,SZ,PART-05,Section B Line 07 Column (A),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,,,
/Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/CurrentYearAmt,SA_05_PZ_MAATMACYEAR,SA_05_ASSET_MINIM_TOT_CY,24,Current year amount,[MinimumAssetAmountGrp] Part V Section B Group; [TotalMinimumAssetGrp] Part V Section B Line 8; [CurrentYearAmt] Part V Column B,SCHED-A-PART-05-SECTION-B-LINE-08-COL-B,SCHED-A,SZ,PART-05,Section B Line 07 Column (B),PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/CYAdjNetIncomeDistributableAmt,SA_05_PZ_CYYAADNEINDI,SA_05_DIST_AMT_NETINCOME_ADJ_CY,31,Adjusted net income amount for prior year - distributable amount (from Section A; line 8; Column A),,SCHED-A-PART-05-SECTION-C-LINE-01-CY,SCHED-A,SZ,PART-05,Section C Line 01 CY,PZ,USAmountNNType,numeric,ONE,SA-P05-T00-SUPPORT-ORGS,,,,,,,
