Versions,Source,Line,Description,Type,MinOccur,MaxOccur,Xpath,2007v2.0,2007v2.1,2007v2.10,2007v2.11,2007v2.2,2007v2.3,2007v2.4,2007v2.6,2008v2.10,2008v2.5,2008v2.7,2008v2.9,2009v1.0,2009v1.1,2009v1.2,2009v1.3,2009v1.4,2009v1.7,2010v3.2,2010v3.4,2010v3.6,2010v3.7,2011v1.2,2011v1.3,2011v1.4,2011v1.5,2012v2.0,2012v2.1,2012v2.2,2012v2.3,2012v3.0,2013v3.0,2013v3.1,2013v4.0,2014v5.0,2014v6.0
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,,Country,CountryType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/ForeignAddress/CountryCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,,Postal code,TextType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/ForeignAddress/ForeignPostalCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleN,,Postal code,TextType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/ForeignAddress/PostalCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleN,,Province or state,TextType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/ForeignAddress/ProvinceOrState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,,Province or state,TextType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/ForeignAddress/ProvinceOrStateNm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,Column (g),IRC code section of recipient(s) (if tax-exempt) or type of entity,LineExplanationType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/IRCSectionTxt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,1156,868,2468,171
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,Column (d),Method of determining FMV for asset(s) distributed or transactional expenses,ShortExplanationType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/MethodOfFMVDeterminationTxt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,1183,866,2563,157
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,Column (f),Name - Person,PersonNameType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/PersonNm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,777,280,1054,54
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleN,,,StreetAddressType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/AddressLine1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103,1274,896,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,,,StreetAddressType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/AddressLine1Txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779,175
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleN,,,StreetAddressType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/AddressLine2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,23,18,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,,,StreetAddressType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/AddressLine2Txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleN,,,CityType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103,1274,896,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,,,CityType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/CityNm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779,175
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleN,,,StateType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103,1274,896,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,,,StateType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/StateAbbreviationCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779,175
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,,,ZIPCodeType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/ZIPCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779,175
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleN,,,ZIPCodeType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/ZIPCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103,1274,896,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,,StreetAddressType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/AddressForeign/AddressLine1,,,,,,,,,,,,,,,,,,,2,1,,1,4,,,,3,5,,1,,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,,StreetAddressType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/AddressForeign/AddressLine2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,City,TextType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/AddressForeign/City,,,,,,,,,,,,,,,,,,,2,1,,1,3,,,,3,4,,1,,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,Country,CountryType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/AddressForeign/Country,,,,,,,,,,,,,,,,,,,2,1,,1,4,,,,3,5,,1,,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,Postal code,TextType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/AddressForeign/PostalCode,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,4,,,,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,Province or state,TextType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/AddressForeign/ProvinceOrState,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4,,1,,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,,StreetAddressType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/AddressUS/AddressLine1,,,,,,,,,,,,,6,,31,37,18,271,630,785,,68,1602,58,,371,583,1726,74,195,8,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,,StreetAddressType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/AddressUS/AddressLine2,,,,,,,,,,,,,,,2,7,,5,21,12,,3,37,,,1,2,34,,17,,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,,CityType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/AddressUS/City,,,,,,,,,,,,,6,,31,37,18,271,630,785,,68,1602,58,,371,583,1726,74,195,8,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,,StateType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/AddressUS/State,,,,,,,,,,,,,6,,31,37,18,271,630,785,,68,1602,58,,371,583,1726,74,195,8,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,,ZIPCodeType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/AddressUS/ZIPCode,,,,,,,,,,,,,6,,31,37,18,271,630,785,,68,1602,58,,371,583,1726,74,195,8,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,Column (b),Date of distribution,DateType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/DateOfDistribution,,,,,,,,,,,,,6,,34,37,18,276,647,820,,72,1710,58,,388,583,1777,87,264,8,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,Column (a),Description of asset(s) distributed or transactional expenses paid,ShortExplanationType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/DescriptionOfAsset,,,,,,,,,,,,,6,,34,40,21,290,690,876,,72,1849,60,,412,608,1874,94,261,8,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,Column (e),EIN of recipient (if tax-exempt),EINType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/EIN,,,,,,,,,,,,,6,,25,31,17,264,559,753,,61,1457,57,,350,425,1588,69,209,8,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,Column (c),Fair market value of asset(s) distributed or amount of transactional expenses,USAmountType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/FMVOfAsset,,,,,,,,,,,,,6,,32,30,19,275,628,815,,69,1670,58,,379,555,1773,73,248,8,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,Column (g),IRC code section of recipient(s) (if tax-exempt) or type of entity,LineExplanationType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/IRCSection,,,,,,,,,,,,,6,,31,37,18,261,613,766,,66,1518,58,,342,563,1660,66,247,8,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,Column (d),Method of determining FMV for asset(s) distributed or transactional expenses,ShortExplanationType,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/MethodOfFMVDetermination,,,,,,,,,,,,,6,,31,27,15,263,606,765,,63,1537,58,,351,586,1589,79,190,7,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,,BusinessNameLine1Type,,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/NameBusiness/BusinessNameLine1,,,,,,,,,,,,,,,7,19,17,128,388,669,,25,1084,,,234,176,1380,58,84,8,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,,,BusinessNameLine2Type,0,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/NameBusiness/BusinessNameLine2,,,,,,,,,,,,,,,2,6,,,21,2,,2,18,,,3,1,15,,26,,,,,,
2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,Column (f),Name - Person,PersonNameType,,,/Return/ReturnData/IRS990ScheduleN/LiquidationTable/LiquidationDetail/NamePerson,,,,,,,,,,,,,6,,26,14,1,112,169,131,,45,459,58,,110,202,374,22,181,,,,,,
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,Part I Line 2c,Become a direct or indirect owner of a successor or transferee organization?,BooleanType,0,,/Return/ReturnData/IRS990ScheduleN/OwnerOfSuccessor,,,,,,,,,,,,,1,,16,26,15,146,408,474,3,37,996,25,,239,284,1011,47,157,2,,,,,
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,Part II Line 2c,Become a direct or indirect owner of a successor or transferee organization?,BooleanType,0,,/Return/ReturnData/IRS990ScheduleN/OwnerOfSuccessor2,,,,,,,,,2,,,3,,,15,19,15,204,312,421,2,60,683,36,,218,177,554,23,121,6,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,Part II Line 2c,Become a direct or indirect owner of a successor or transferee organization?,BooleanType,0,,/Return/ReturnData/IRS990ScheduleN/OwnerOfSuccessor2Ind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,453,353,815,59
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,Part I Line 2c,Become a direct or indirect owner of a successor or transferee organization?,BooleanType,0,,/Return/ReturnData/IRS990ScheduleN/OwnerOfSuccessorInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,868,417,1607,85
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,Part I Line 2d,"Receive, or become entitled to, compensation or other similar payments as a result of the organization's liquidation, termination, or dissolution?",BooleanType,0,,/Return/ReturnData/IRS990ScheduleN/ReceiveCompensation,,,,,,,,,,,,,1,,16,26,15,146,408,474,3,37,997,25,,239,284,1012,46,157,2,,,,,
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleN,Part II Line 2d,"Receive, or become entitled to, compensation or other similar payments as a result of the organization's significant disposition of assets?",BooleanType,0,,/Return/ReturnData/IRS990ScheduleN/ReceiveCompensation2,,,,,,,,,2,,,3,,,15,19,15,204,312,420,2,60,682,36,,218,177,553,23,121,6,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,Part II Line 2d,"Receive, or become entitled to, compensation or other similar payments as a result of the organization's significant disposition of assets?",BooleanType,0,,/Return/ReturnData/IRS990ScheduleN/ReceiveCompensation2Ind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,453,353,815,59
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleN,Part I Line 2d,"Receive, or become entitled to, compensation or other similar payments as a result of the organization's liquidation, termination, or dissolution?",BooleanType,0,,/Return/ReturnData/IRS990ScheduleN/ReceiveCompensationInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,866,416,1609,85
