VARIABLE_NAME,DESCRIPTION,LOCATION,XPATH,VERSION,REQUIRED,NOTES,FLAG
F9-PZ-02-OFFICERPHONE,Signing Officer Phone Number,F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/Officer/Phone; Return/ReturnHeader/Officer/Phone,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE
F9-PZ-00-FILERNAME1,Name of Filing Organization (line 1),F990-PC-PART-00-SECTION-C; F990-EZ-PART-00-SECTION-C,Return/ReturnHeader/Filer/BusinessName/BusinessNameLine1Txt; Return/ReturnHeader/Filer/BusinessName/BusinessNameLine1Txt,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-02-PREPAREUSZIP,US Address of Preparer Firm (Zip Code),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirm/PreparerFirmUSAddress/ZIPCode; Return/ReturnHeader/PreparerFirm/PreparerFirmUSAddress/ZIPCode,2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE
F9-PZ-02-PREPAREPTIN,Paid Preparer PTIN,F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerPersonGrp/PTIN; Return/ReturnHeader/PreparerPersonGrp/PTIN,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-02-PREPAREUSCITY,US Address of Preparer Firm (City),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirmGrp/PreparerUSAddress/CityNm; Return/ReturnHeader/PreparerFirmGrp/PreparerUSAddress/CityNm,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-02-PREPARESSN,Paid Preparer SSN,F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/Preparer/SSN; Return/ReturnHeader/Preparer/SSN,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE
F9-PZ-02-PREPAREFORCITY,Foreign Address of Preparer Firm (City),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirmGrp/PreparerForeignAddress/CityNm; Return/ReturnHeader/PreparerFirmGrp/PreparerForeignAddress/CityNm,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-00-FILERNAME2,Name of Filing Organization (line 2),F990-PC-PART-00-SECTION-C; F990-EZ-PART-00-SECTION-C,Return/ReturnHeader/Filer/BusinessName/BusinessNameLine2Txt; Return/ReturnHeader/Filer/BusinessName/BusinessNameLine2Txt,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-00-FILERUSSTATE,Address of Filing Organization (US State),F990-PC-PART-00-SECTION-C; F990-EZ-PART-00-SECTION-C,Return/ReturnHeader/Filer/USAddress/StateAbbreviationCd; Return/ReturnHeader/Filer/USAddress/StateAbbreviationCd,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-00-RETURNTYPE,,F990-PC-PART-00; F990-EZ-PART-00,Return/ReturnHeader/ReturnTypeCd; Return/ReturnHeader/ReturnTypeCd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,NA,NA,NA
F9-PZ-00-FILERFORCTRY,Address of Filing Organization (Foreign Country),F990-PC-PART-00-SECTION-C; F990-EZ-PART-00-SECTION-C,Return/ReturnHeader/Filer/ForeignAddress/CountryCd; Return/ReturnHeader/Filer/ForeignAddress/CountryCd,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-02-PREPAREFOR2,Foreign Address of Preparer Firm (Line 2),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirm/PreparerFirmForeignAddress/AddressLine2; Return/ReturnHeader/PreparerFirm/PreparerFirmForeignAddress/AddressLine2,2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE
F9-PZ-02-PREPAREFORPOST,Foreign Address of Preparer Firm (Postal Code),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirmGrp/PreparerForeignAddress/PostalCode; Return/ReturnHeader/PreparerFirmGrp/PreparerForeignAddress/PostalCode,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,FALSE,NA,FALSE
F9-PZ-02-PREPAREFORPOST,Foreign Address of Preparer Firm (Postal Code),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirmGrp/PreparerForeignAddress/ForeignPostalCd; Return/ReturnHeader/PreparerFirmGrp/PreparerForeignAddress/ForeignPostalCd,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-02-PREPAREUS2,US Address of Preparer Firm (Line 2),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirmGrp/PreparerUSAddress/AddressLine2; Return/ReturnHeader/PreparerFirmGrp/PreparerUSAddress/AddressLine2,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,FALSE,NA,FALSE
F9-PZ-02-PREPAREUS1,US Address of Preparer FIrm (Line 1),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirmGrp/PreparerUSAddress/AddressLine1; Return/ReturnHeader/PreparerFirmGrp/PreparerUSAddress/AddressLine1,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,FALSE,NA,FALSE
F9-PZ-02-OFFICERSIGNDATE,Date of Signing Officer's Signature,F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/Officer/DateSigned; Return/ReturnHeader/Officer/DateSigned,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE
F9-PZ-00-TAXPERBEGIN,Tax period begin date,F990-PC-PART-00-SECTION-A; F990-EZ-PART-00-SECTION-A,Return/ReturnHeader/TaxPeriodBeginDt; Return/ReturnHeader/TaxPeriodBeginDt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-00-RETURNTYPE,,F990-PC-PART-00; F990-EZ-PART-00,Return/ReturnHeader/ReturnType; Return/ReturnHeader/ReturnType,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,NA,NA,NA
F9-PZ-02-PREPAREFIRM2,Paid Preparer Firm Name (Line 2),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirmGrp/PreparerFirmName/BusinessNameLine2; Return/ReturnHeader/PreparerFirmGrp/PreparerFirmName/BusinessNameLine2,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,FALSE,NA,FALSE
F9-PZ-02-PREPAREFORPOST,Foreign Address of Preparer Firm (Postal Code),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirm/PreparerFirmForeignAddress/PostalCode; Return/ReturnHeader/PreparerFirm/PreparerFirmForeignAddress/PostalCode,2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE
F9-PZ-02-PREPAREFORSTATE,Foreign Address of Preparer Firm (Province or State),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirmGrp/PreparerForeignAddress/ProvinceOrStateNm; Return/ReturnHeader/PreparerFirmGrp/PreparerForeignAddress/ProvinceOrStateNm,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-00-FILERFORCITY,Address of Filing Organization (Foreign City),F990-PC-PART-00-SECTION-C; F990-EZ-PART-00-SECTION-C,Return/ReturnHeader/Filer/ForeignAddress/City; Return/ReturnHeader/Filer/ForeignAddress/City,2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7; 2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,FALSE,NA,FALSE
F9-PZ-00-FILERFOR1,Address of Filing Organization (Foreign Line 1),F990-PC-PART-00-SECTION-C; F990-EZ-PART-00-SECTION-C,Return/ReturnHeader/Filer/ForeignAddress/AddressLine1Txt; Return/ReturnHeader/Filer/ForeignAddress/AddressLine1Txt,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-02-OFFICERSIGNDATE,Date of Signing Officer's Signature,F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/BusinessOfficerGrp/SignatureDt; Return/ReturnHeader/BusinessOfficerGrp/SignatureDt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,"Business Officer assumed to be ""Officer"" in Part II",FALSE
F9-PZ-02-PREPAREFOR1,Foreign Address of Preparer FIrm (Line 1),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirmGrp/PreparerForeignAddress/AddressLine1; Return/ReturnHeader/PreparerFirmGrp/PreparerForeignAddress/AddressLine1,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,FALSE,NA,FALSE
F9-PZ-02-OFFICERNAME,Signing Officer Name,F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/BusinessOfficerGrp/PersonNm; Return/ReturnHeader/BusinessOfficerGrp/PersonNm,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,"Business Officer assumed to be ""Officer"" in Part II",FALSE
F9-PZ-00-TAXPEREND,Tax period end date,F990-PC-PART-00-SECTION-A; F990-EZ-PART-00-SECTION-A,Return/ReturnHeader/TaxPeriodEndDate; Return/ReturnHeader/TaxPeriodEndDate,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE
F9-PZ-02-PREPAREFORSTATE,Foreign Address of Preparer Firm (Province or State),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirm/PreparerFirmForeignAddress/ProvinceOrState; Return/ReturnHeader/PreparerFirm/PreparerFirmForeignAddress/ProvinceOrState,2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE
F9-PZ-00-FILERNAME2,Name of Filing Organization (line 2),F990-PC-PART-00-SECTION-C; F990-EZ-PART-00-SECTION-C,Return/ReturnHeader/Filer/BusinessName/BusinessNameLine2; Return/ReturnHeader/Filer/BusinessName/BusinessNameLine2,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,FALSE,NA,FALSE
F9-PZ-00-FILERNAME1,Name of Filing Organization (line 1),F990-PC-PART-00-SECTION-C; F990-EZ-PART-00-SECTION-C,Return/ReturnHeader/Filer/BusinessName/BusinessNameLine1; Return/ReturnHeader/Filer/BusinessName/BusinessNameLine1,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,FALSE,NA,FALSE
F9-PZ-02-PREPAREUSCITY,US Address of Preparer Firm (City),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirm/PreparerFirmUSAddress/City; Return/ReturnHeader/PreparerFirm/PreparerFirmUSAddress/City,2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE
F9-PZ-02-PREPARENAME,Paid Preparer Name,F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/Preparer/Name; Return/ReturnHeader/Preparer/Name,2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,FALSE,NA,FALSE
F9-PZ-00-FILERFOR2,Address of Filing Organization (Foreign Line 2),F990-PC-PART-00-SECTION-C; F990-EZ-PART-00-SECTION-C,Return/ReturnHeader/Filer/ForeignAddress/AddressLine2Txt; Return/ReturnHeader/Filer/ForeignAddress/AddressLine2Txt,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-02-PREPARESSN,Paid Preparer SSN,F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerPersonGrp/SSN; Return/ReturnHeader/PreparerPersonGrp/SSN,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
F9-PZ-00-FILERFORCTRY,Address of Filing Organization (Foreign Country),F990-PC-PART-00-SECTION-C; F990-EZ-PART-00-SECTION-C,Return/ReturnHeader/Filer/ForeignAddress/Country; Return/ReturnHeader/Filer/ForeignAddress/Country,2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7; 2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,FALSE,NA,FALSE
F9-PZ-02-OFFICERPHONE,Signing Officer Phone Number,F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/BusinessOfficerGrp/PhoneNum; Return/ReturnHeader/BusinessOfficerGrp/PhoneNum,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,"Business Officer assumed to be ""Officer"" in Part II",FALSE
F9-PZ-02-PREPAREUS2,US Address of Preparer Firm (Line 2),F990-PC-PART-02; F990-EZ-PART-02,Return/ReturnHeader/PreparerFirmGrp/PreparerUSAddress/AddressLine2Txt; Return/ReturnHeader/PreparerFirmGrp/PreparerUSAddress/AddressLine2Txt,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,FALSE,NA,FALSE
